2,10001,Trevor Close,78,72689,51.4601916,-0.334816576
3,10002,Highbury Corner,5,48461,51.54498266,-0.103380657
4,10003,Highbury & Islington Station <> #,127,77150,51.54663674,-0.103903201
5,10004,St Mary Magdalene Church,136,48037,51.54807821,-0.1062952
6,10005,St Mary Magdalene Church,322,57538,51.54869775,-0.107351222
7,10010,Holloway Road Station <>,140,48458,51.55231136,-0.111730512
8,10011,Holloway Road Station <>,321,58713,51.55288592,-0.112788565
9,10014,Lynwood Road,99,71829,51.53115903,-0.300957161
10,10015,Lynwood Road,278,54595,51.53094332,-0.301585138
11,10016,Woolwich Road / Bedonwell Road,254,71358,51.48151438,0.132573809
12,10017,Woolwich Road / Bedonwell Road,88,53343,51.48156105,0.130502015
13,10019,Queens Road,83,54840,51.39908588,-0.250120214
14,10023,St Joseph's Church,106,47747,51.3995872,-0.260839999
15,10024,St Joseph's Church,286,55564,51.39965455,-0.261743137
16,10028,Westbury Road,294,54775,51.40093598,-0.266295026
17,10031,Archdale Place,124,54086,51.40457734,-0.277228075
18,10032,California Road,295,48984,51.40359358,-0.275151581
19,10037,Waters Road,130,55215,51.40714227,-0.282883037
20,10038,Cambridge Grove,299,49132,51.40889834,-0.286742703
21,10041,Vicarage House,101,48178,51.41008475,-0.291012147
22,1005,Raynes Park Station #,248,73736,51.40888246,-0.229414333
23,1007,Kings Road,278,52849,51.46211599,-0.292927279
24,1008,St Mary's Grove,103,52652,51.46208394,-0.291344955
25,1010,Clapton Pond,66,55430,51.55594467,-0.056142285
26,10107,Cedar Way,303,76125,51.49745656,-0.556011185
27,1011,Clapton Pond,168,54763,51.55680017,-0.055673029
28,10111,Ditton Park Road,124,77093,51.49482019,-0.550044154
29,1013,Chapter Road,319,74398,51.55044404,-0.240929088
30,1014,Chapter Road,137,53531,51.55077103,-0.241147254
31,1017,St John Street / Goswell Road,349,77744,51.53141462,-0.10626591
32,1019,Canons Corner,54,50678,51.62207551,-0.292001661
33,1023,Tally Ho Corner,14,55186,51.61371893,-0.177025836
34,10240,Kilburn Park Station <>,23,56141,51.53551157,-0.193259067
35,10241,Kilburn Park Station <>,200,72081,51.53469076,-0.193680873
36,10242,Fairlawn Avenue,186,50012,51.58890226,-0.16390109
37,10243,Mulgrave Road,255,59162,51.48422215,-0.205786605
38,10244,Fulham Pools,66,50268,51.48384943,-0.207875215
39,10258,Thirlmere Gardens,119,47901,51.61616218,-0.442227086
40,1026,Queens Grove,11,72076,51.5368519,-0.176436209
41,10260,Homerton High St / Hackney Hospital,252,71039,51.54880927,-0.039671972
42,10261,Homerton High St / Hackney Hospital,73,55897,51.5488595,-0.03998713
43,1027,Queens Grove,163,73838,51.53683843,-0.176148359
44,10281,Morden South Station #,5,53798,51.3967514,-0.200485406
45,10282,Morden South Station #,202,56317,51.395877,-0.200347219
46,10283,Chalgrove Avenue,58,72299,51.39526251,-0.201909438
47,10284,Bushey Road / Grand Drive,79,55063,51.40716831,-0.230832122
48,10287,Bushey Road,357,48147,51.40620359,-0.22947467
49,10288,Bushey Road,176,57612,51.40555346,-0.229298488
50,10289,Lea Bridge Road,150,72760,51.5708679,-0.025721275
51,1029,Thames Avenue,287,72571,51.52670992,0.162668303
52,10290,Lea Bridge Road,325,58626,51.57114525,-0.026171036
53,10297,St Saviour's Church,153,56388,51.57341938,-0.028251643
54,1030,Barnes Station #,217,72331,51.46665104,-0.242008197
55,10300,Queens Road,356,59406,51.57673951,-0.029969719
56,10302,Markhouse Avenue,347,71309,51.57906079,-0.030576553
57,10303,Markhouse Avenue,167,56071,51.57874192,-0.030330545
58,10308,Hazelwood Road,318,54143,51.5823241,-0.034808987
59,10309,Walthamstow Market,156,74646,51.58189089,-0.03417815
60,1031,Barnes Station #,39,55951,51.46708559,-0.241602769
61,10313,Longfield Avenue,165,58587,51.58437338,-0.037434297
62,10316,Blackhorse Road Station <> #,348,50920,51.58659061,-0.040427932
63,10317,Blackhorse Road Station <> #,166,73411,51.58678685,-0.040332875
64,10318,Blenheim Road,351,54906,51.59027441,-0.040240532
65,10319,Forest Road,205,48960,51.58766677,-0.040251703
66,10320,Forest Road,20,55452,51.58814231,-0.04018793
67,10321,Blenheim Road,165,77849,51.58940941,-0.039599252
68,10324,Waltham Forest College,9,55434,51.59362621,-0.040096261
69,10325,Priestley Way,190,52834,51.59160635,-0.039764531
70,10327,Waltham Forest College,183,77138,51.59369424,-0.039862329
71,10328,Clarence Road,347,49402,51.5952523,-0.041080247
72,10330,Lawrence Avenue,89,75429,51.59882486,-0.039078277
73,10331,Worcester Road,165,76183,51.59663952,-0.041222695
74,10333,Lawrence Avenue,269,53754,51.59873338,-0.038446889
75,10334,Higham Hill Road,79,56904,51.59902261,-0.036384032
76,10337,Higham Hill Road,259,56118,51.59890338,-0.036244782
77,10338,Guildsway,87,48643,51.59969755,-0.028904075
78,10340,North Countess Road,88,74874,51.59965609,-0.025902432
79,10341,Guildsway,266,76593,51.59960621,-0.029355658
80,10342,Walthamstow Academy,67,75441,51.59999633,-0.023144128
81,10343,North Countess Road,265,75778,51.59952202,-0.026485829
82,10345,Walthamstow Academy,246,57148,51.5998936,-0.022917554
83,10347,Cecil Road,259,49767,51.60032536,-0.020790585
84,10351,Kaywood Close,131,74998,51.50267641,-0.56810744
85,10352,Bank Station <> / Poultry,102,74860,51.51375914,-0.091649156
86,10359,Erith Fire Station,63,55458,51.48506815,0.155598308
87,10360,Erith Fire Station,246,56127,51.48509324,0.156190044
88,10362,Beulah Spa,152,56616,51.41424237,-0.092488758
89,10363,Beulah Spa,332,58665,51.41452774,-0.092893929
90,10364,Avenue Road,48,53488,51.5346669,-0.16433969
91,10365,Avenue Road,235,73092,51.5351667,-0.162949784
92,1037,Stamford Brook Bus Garage,77,53342,51.49315253,-0.249272054
93,1038,Stamford Brook Bus Garage,257,71601,51.49298521,-0.249508951
94,1039,Chiswick Police Station,266,51237,51.49241046,-0.259830727
95,104,Fenchurch Street Station #,243,59457,51.51210371,-0.080030387
96,1040,Clifton Gardens,90,76767,51.49250156,-0.261728754
97,1041,St Ann's Road,351,77336,51.58173833,-0.09969998
98,1042,St Ann's Road,172,52990,51.58298009,-0.099749213
99,1043,Philip Lane,13,58527,51.58798601,-0.070914153
100,10439,Woolwich Road / Gallions Road,261,55159,51.48741772,0.027942653
101,1045,Sadler's Wells Theatre,211,52812,51.52911771,-0.10602963
102,10458,St Mary Of Eton Church,176,52726,51.54529448,-0.030087949
103,10459,St Mary Of Eton Church,355,76775,51.54576466,-0.030240711
104,1046,Sadler's Wells Theatre,31,54519,51.52920068,-0.106155941
105,10460,Hesa Road,25,72310,51.51642344,-0.408865504
106,10462,The Grapes,208,77778,51.51825031,-0.40632278
107,10464,Fortune Green,356,71195,51.55475798,-0.196939453
108,10465,West Hampstead Police Station,129,71434,51.55357206,-0.195255385
109,10468,Lea Bridge Road / Bakers Arms,32,73028,51.57630671,-0.011774976
110,10469,Lea Bridge Road / Bakers Arms,220,77513,51.57580136,-0.012201128
111,1047,The Old Vic,143,55837,51.50133848,-0.108737678
112,1048,The Old Vic,323,50694,51.50128991,-0.109071081
113,1049,Gunnersbury Station <> #,81,58644,51.49243897,-0.275761843
114,1051,Alpha Close,313,73188,51.52709212,-0.164139787
115,1052,Rossmore Road,126,49244,51.5261679,-0.161971302
116,1054,Dean Street / Chinatown,237,54965,51.51235033,-0.130922563
117,1057,Holborn Station <>,252,71271,51.51764701,-0.11855519
118,10580,Montpelier Road,153,48232,51.52154679,-0.306590581
119,1059,Napier Place,315,49218,51.49708559,-0.206650172
120,106,Southwark Town Hall,269,76770,51.47369756,-0.082305796
121,1061,Norland Square,69,47857,51.50611056,-0.209955909
122,1062,Holland Park Station <>,244,51009,51.50695994,-0.206103989
123,1063,Edith Grove,43,74899,51.4837924,-0.18487643
124,1064,Fulham Road / Chelsea & Westminster Hosp,140,53729,51.48445432,-0.184648506
125,1065,Edith Grove,228,74282,51.4843767,-0.183701
126,1067,Fulham Road / Beaufort Street,42,74955,51.48756081,-0.178533121
127,1069,Old Church Street,41,48108,51.48910626,-0.176138024
128,10690,Spur Road / Orpington War Memorial,273,52589,51.3731065,0.098593798
129,10694,Pratts Bottom / Sevenoaks Road,186,73356,51.34404973,0.111122825
130,107,Hyde Park Corner Station <>,250,49574,51.50274951,-0.153259903
131,1070,Old Church Street,221,74835,51.48869778,-0.176471218
132,10705,Sevenoaks Road / Orpington War Memorial,11,52614,51.3724108,0.097268845
133,1071,Onslow Square,322,49984,51.49227405,-0.172251799
134,10715,Village Green Road,74,75702,51.45419129,0.186889711
135,10716,The Rise,253,57226,51.45392362,0.185811762
136,10717,Stanham Place,84,49819,51.45463582,0.191977721
137,10719,The Jolly Farmers Open Space,244,75082,51.45475412,0.193825854
138,1072,Onslow Square,142,52470,51.49240796,-0.172188822
139,10720,Mill Place,27,51040,51.45571742,0.19521074
140,10721,Perry Street,269,49603,51.46355958,0.180743784
141,10722,Perry Street,89,55185,51.46363161,0.18122232
142,10723,Eversley Cross,269,52503,51.46358631,0.17688666
143,10724,Eversley Cross,89,56047,51.46366834,0.176343478
144,10725,Northall Road / Manor Way,274,77759,51.46413701,0.16463209
145,10726,Parkside Avenue / Manor Way,90,77451,51.46378934,0.168358868
146,10729,Bridge Road / Northend Road,250,75645,51.46703844,0.182752627
147,1073,Penton Street,81,76752,51.53163768,-0.111735457
148,1074,Penton Street / Chapel Market,258,49357,51.53164353,-0.110423186
149,1075,Guilford Street,323,56776,51.52397501,-0.115584259
150,1076,Guilford Street,143,54383,51.52467646,-0.116146343
151,1077,Kentish Town Station <> #,335,71366,51.55136645,-0.140964051
152,1078,Kentish Town Station <> #,185,75430,51.55021113,-0.140693827
153,10794,Coombe Road,171,73705,51.36803571,-0.096234137
154,10795,Coombe Road,354,56718,51.36782306,-0.096429719
155,10797,Birdhurst Gardens,31,49354,51.36566987,-0.0901119
156,10798,Birdhurst Road / South Croydon Station #,114,72199,51.36184505,-0.090486483
157,10799,Birdhurst Road / South Croydon Station #,290,55814,51.36212696,-0.091781937
158,1080,Newington Green,14,47253,51.55169174,-0.085705938
159,10804,Carlton Road,176,54305,51.35531528,-0.092079363
160,10806,Twin Bridges Business Park,303,51493,51.35600107,-0.092223222
161,10807,Carlton Road,119,74493,51.35566853,-0.091131118
162,10808,Croham Road,344,77760,51.36164535,-0.095895824
163,1081,Albion Road,126,77826,51.55248889,-0.086061935
164,10811,Electric House,333,59436,51.37470966,-0.09742287
165,10813,Whitgift Centre,335,48143,51.37609312,-0.098443183
